end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address
'ua-gardens-s002','ua-bim','A840414AC189B7C1','A840410000000101','260BCE03','gs:uplink:01J9XQT58TV46V6MHNYKD7AGP9','2024-10-11T12:10:48.169952888Z','AY8PSt5W65JBzKWR9ZkioA==',2,12251,'DP0AAAAACRIAABA=',12,253,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:10:38.069320Z',3833927910,-103,-103,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDmsZSkDhoMCMerpLgGENeus8oDIPCEpb/KpekB','2024-10-11T12:10:47.937664525Z',125000,7,'4/5','868100000',3833927910,'2024-10-11T12:10:38.069320Z','2024-10-11T12:10:47.963135220Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s010','ua-bim','A84041159189B7BA','A840410000000101','260B8361','gs:uplink:01J9XQT9H860MZJR2YZHCSYCRE','2024-10-11T12:10:52.532694950Z','AY8UpwO/umlvzGRpXdndZQ==',2,12176,'DRoAAAPdCKAAHRA=',13,26,0,0,'smartua-iot-r01','3133303726006500','2024-10-11T12:10:29.835153Z',1555996750,-99,-99,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDOwPrlBRoMCMyrpLgGEITC0psBILDhiMWk4OkB','2024-10-11T12:10:52.299072606Z',125000,7,'4/5','867500000',1555996750,'2024-10-11T12:10:29.835153Z','2024-10-11T12:10:52.329094715Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','gs:uplink:01J9XQX472ZZVZAP3CAX90DPVN','2024-10-11T12:12:25.391709811Z','AZItc7c96sMKsOrHSXb9PA==',85,2183,'A3sAAA==',3,123,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:12:15.289445Z',3931148134,-109,-109,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDmnsLSDhoLCKmspLgGEKzO4Vcg8MzA1bSo6QE=','2024-10-11T12:12:25.160378850Z',125000,7,'4/5','867900000',3931148134,'2024-10-11T12:12:15.289445Z','2024-10-11T12:12:25.187054588Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','gs:uplink:01J9XQX9FWV2JY8BMKTHXRW5RD','2024-10-11T12:12:30.792986784Z','AZIjm62atm064UfnSDyXow==',85,2458,'A3sAAA==',3,123,0,0,'smartua-iot-r05','3730392055004100','2024-10-11T12:12:14.958887Z',3936738036,-90,-90,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABD0tZfVDhoMCK6spLgGEIX4/JcCIKCS/b7JqOkB','2024-10-11T12:12:30.560961358Z',125000,7,'4/5','867300000',3936738036,'2024-10-11T12:12:14.958887Z','2024-10-11T12:12:30.589246656Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s001','ua-bim','A84041277189B7DE','A840410000000101','260BA056','gs:uplink:01J9XQZN7T909G0TFTD1Q7X1NA','2024-10-11T12:13:48.359229653Z','AY8PNfCULODy2ppiYfQvAQ==',2,12252,'DRQAAAAACQ8AABA=',13,20,0,0,'smartua-iot-r01','3133303726006500','2024-10-11T12:13:25.658422Z',1731822061,-114,-114,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDtg+a5BhoLCPyspLgGEJvpqUkgyIuOxbPl6QE=','2024-10-11T12:13:48.126439413Z',125000,7,'4/5','868500000',1731822061,'2024-10-11T12:13:25.658422Z','2024-10-11T12:13:48.155680742Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s007','ua-bim','A840416AB189B7E2','A840410000000101','260B3005','gs:uplink:01J9XQZQ66VEDF4XPQMAY9X1HT','2024-10-11T12:13:50.354819479Z','AY8UhQG1XjuaK6RwwOkixQ==',2,12178,'DRIAAAeSB7UBERA=',13,18,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:13:40.257650Z',4016116950,-99,-99,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDWqYT7DhoLCP6spLgGEJLg5UYg8MflmfGq6QE=','2024-10-11T12:13:50.124795080Z',125000,7,'4/5','868100000',4016116950,'2024-10-11T12:13:40.257650Z','2024-10-11T12:13:50.151286747Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s008','ua-bim','A84041F57189B7BE','A840410000000101','260BD6C1','gs:uplink:01J9XQZVNE9MQQX7NJVNMGBPKV','2024-10-11T12:13:54.944539888Z','AY9SKJcf35G5Kj4lqQfVKQ==',2,11316,'DQMAAAZpCaUAgxA=',13,3,0,0,'smartua-iot-r04','3530362049001700','2024-10-11T12:10:56.748751Z',2695647300,-86,-86,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDEoLGFChoMCIKtpLgGEMuBxN0CIKCT5oi6geoB','2024-10-11T12:13:54.705566686Z',125000,7,'4/5','867100000',2695647300,'2024-10-11T12:10:56.748751Z','2024-10-11T12:13:54.735467745Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','gs:uplink:01J9XR3V7SPXPMBQ560FXTDGN7','2024-10-11T12:16:05.576223543Z','AZItOB5N6Ycfs5J9Lk/IPg==',85,2190,'A3sAAA==',3,123,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:15:55.478830Z',4151338990,-110,-110,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDuz8G7DxoMCIWupLgGEN/jva8BILDz1/jorukB','2024-10-11T12:16:05.368013791Z',125000,7,'4/5','868500000',4151338990,'2024-10-11T12:15:55.478830Z','2024-10-11T12:16:05.370671300Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s005','ua-bim','A84041797189B7C6','A840410000000101','260B8B98','gs:uplink:01J9XR84Y8MXETKSA2CKGQNZAD','2024-10-11T12:18:26.583595930Z','AY9SPgC/TSdrORvBdPUmfg==',2,11315,'DU8AAAAAAAAAABA=',13,79,0,0,'smartua-iot-r04','3530362049001700','2024-10-11T12:15:28.387433Z',2967288972,-96,-96,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCM+fSGCxoMCJKvpLgGEIqB1bIBIOCF0oGuieoB','2024-10-11T12:18:26.346255297Z',125000,7,'4/5','867100000',2967288972,'2024-10-11T12:15:28.387433Z','2024-10-11T12:18:26.377142708Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s011','ua-bim','A840412CE189B7DB','A840410000000101','260B1D13','gs:uplink:01J9XRBXZT5EZJ2TQ9T3ASMBTA','2024-10-11T12:20:30.542622122Z','AY8UrEL+Iqk+Y912N0U+9w==',2,12176,'DRAAAAmNCUwCDxA=',13,16,0,0,'smartua-iot-r06','503035414C284750','2024-10-11T12:20:19.403704Z',2117420124,-108,-108,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDciNXxBxoMCI6wpLgGEIXw1pwBIOCOzIDQ8OkB','2024-10-11T12:20:30.300438043Z',125000,7,'4/5','867700000',2117420124,'2024-10-11T12:20:19.403704Z','2024-10-11T12:20:30.332082731Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s003','ua-bim','24E124126E268501','24E124C0002A0001','260BC841','gs:uplink:01J9XRFEH1M9W7860BDAFQ0Y77','2024-10-11T12:22:25.774539817Z','AZItc7c96sMKsOrHSXb9PA==',85,2184,'A3sAAA==',3,123,0,0,'smartua-iot-r05','3730392055004100','2024-10-11T12:22:09.937348Z',236754269,-85,-85,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDdqvJwGgwIgbGkuAYQjdfLjgIgyOad/fG56QE=','2024-10-11T12:22:25.540275962Z',125000,7,'4/5','867300000',236754269,'2024-10-11T12:22:09.937348Z','2024-10-11T12:22:25.570024190Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s001','ua-bim','24E124126E269467','24E124C0002A0001','260BFC50','gs:uplink:01J9XRFKS8E9XPEZWJ2YVR9ZY6','2024-10-11T12:22:31.159350359Z','AZIjm62atm064UfnSDyXow==',85,2459,'A3sAAA==',3,123,0,0,'smartua-iot-r05','3730392055004100','2024-10-11T12:22:15.325836Z',242142981,-90,-90,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCFnrtzGgwIhrGkuAYQj+DMxQMgiNfihoa66QE=','2024-10-11T12:22:30.924072316Z',125000,7,'4/5','867700000',242142981,'2024-10-11T12:22:15.325836Z','2024-10-11T12:22:30.953708568Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s006','ua-bim','A84041623189B7C0','A840410000000101','260B6B32','gs:uplink:01J9XRK0JHY0MW4H2DXT0B2F6G','2024-10-11T12:24:22.562031062Z','AY8UeSNIq7bZ+sOoqmFWNA==',2,12179,'DRcAAAowCFcC2hA=',13,23,0,0,'smartua-iot-r01','3133303726006500','2024-10-11T12:23:59.855648Z',2366026498,-71,-71,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCC5proCBoMCPaxpLgGEMzX9qcBIND/rJHu9+kB','2024-10-11T12:24:22.324831014Z',125000,7,'4/5','867700000',2366026498,'2024-10-11T12:23:59.855648Z','2024-10-11T12:24:22.354268198Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s004','ua-bim','A84041A71189B7BB','A840410000000101','260B3D02','gs:uplink:01J9XRN8DGC018KBPF3B0JGR45','2024-10-11T12:25:36.127854913Z','AY8PZCA69srmnfgNPx+LyA==',2,12250,'DRIAAALyCFwABxA=',13,18,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:25:26.023393Z',426918910,-96,-96,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD+h8nLARoMCL+ypLgGEIKDoLYDILCw5rK2v+kB','2024-10-11T12:25:35.919077250Z',125000,7,'4/5','867100000',426918910,'2024-10-11T12:25:26.023393Z','2024-10-11T12:25:35.920924671Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-pipepressure-s002','ua-bim','24E124126E268846','24E124C0002A0001','260BF8F0','gs:uplink:01J9XRP5J2JWZ98HTKBQTCHAPB','2024-10-11T12:26:05.973363097Z','AZItOB5N6Ycfs5J9Lk/IPg==',85,2191,'A3sAAA==',3,123,0,0,'smartua-iot-r05','3730392055004100','2024-10-11T12:25:50.128625Z',456947937,-93,-93,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDh8fHZARoMCN2ypLgGELqg9OoCIOjd4KGmwOkB','2024-10-11T12:26:05.733652792Z',125000,7,'4/5','867700000',456947937,'2024-10-11T12:25:50.128625Z','2024-10-11T12:26:05.764824891Z','0.051456s','milesight-iot','em500-pp','V1.x','2.x','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s009','ua-bim','A84041674189B7E3','A840410000000101','260BE73F','gs:uplink:01J9XRRBF02G2MA3JXTA8B0HC6','2024-10-11T12:27:17.553672646Z','AY8Un8jC/QcyYtnFrWRhHw==',2,12177,'DRQAAAblCPEBnhA=',13,20,0,0,'smartua-iot-r04','3530362049001700','2024-10-11T12:24:19.348425Z',3498254596,-95,-95,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCEwoyEDRoMCKWzpLgGEMvWsqMBIKDv44HomOoB','2024-10-11T12:27:17.314235522Z',125000,7,'4/5','867100000',3498254596,'2024-10-11T12:24:19.348425Z','2024-10-11T12:27:17.345271155Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
'ua-gardens-s003','ua-bim','A840413E1189B7D8','A840410000000101','260B9A2E','gs:uplink:01J9XRSC60E131FQGECJA6YNVP','2024-10-11T12:27:51.056355240Z','AY8PVg/+7BKm98TZmVNZgg==',2,12251,'DRMAAActCMcArRA=',13,19,0,0,'smartua-iot-r03','3436323818005700','2024-10-11T12:27:40.948871Z',561845422,-92,-92,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCuqfSLAhoMCMazpLgGEMCw4pMDILCP44Stw+kB','2024-10-11T12:27:50.846764096Z',125000,7,'4/5','868500000',561845422,'2024-10-11T12:27:40.948871Z','2024-10-11T12:27:50.848737792Z','0.061696s','dragino','lse01','_unknown_hw_version_','1.3','EU_863_870','000013','EC656E0000000181','ttn','eu1','eu1.cloud.thethings.network'
