uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,received_at
'smartua-iot-r03','3436323818005700','2024-10-11T12:10:38.069320Z',3833927910,-103,-103,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDmsZSkDhoMCMerpLgGENeus8oDIPCEpb/KpekB','2024-10-11T12:10:47.937664525Z','2024-10-11T12:10:48.169952888Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:10:29.835153Z',1555996750,-99,-99,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDOwPrlBRoMCMyrpLgGEITC0psBILDhiMWk4OkB','2024-10-11T12:10:52.299072606Z','2024-10-11T12:10:52.532694950Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:12:15.289445Z',3931148134,-109,-109,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDmnsLSDhoLCKmspLgGEKzO4Vcg8MzA1bSo6QE=','2024-10-11T12:12:25.160378850Z','2024-10-11T12:12:25.391709811Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:12:14.958887Z',3936738036,-90,-90,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABD0tZfVDhoMCK6spLgGEIX4/JcCIKCS/b7JqOkB','2024-10-11T12:12:30.560961358Z','2024-10-11T12:12:30.792986784Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:13:25.658422Z',1731822061,-114,-114,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDtg+a5BhoLCPyspLgGEJvpqUkgyIuOxbPl6QE=','2024-10-11T12:13:48.126439413Z','2024-10-11T12:13:48.359229653Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:13:40.257650Z',4016116950,-99,-99,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDWqYT7DhoLCP6spLgGEJLg5UYg8MflmfGq6QE=','2024-10-11T12:13:50.124795080Z','2024-10-11T12:13:50.354819479Z'
'smartua-iot-r04','3530362049001700','2024-10-11T12:10:56.748751Z',2695647300,-86,-86,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDEoLGFChoMCIKtpLgGEMuBxN0CIKCT5oi6geoB','2024-10-11T12:13:54.705566686Z','2024-10-11T12:13:54.944539888Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:15:55.478830Z',4151338990,-110,-110,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDuz8G7DxoMCIWupLgGEN/jva8BILDz1/jorukB','2024-10-11T12:16:05.368013791Z','2024-10-11T12:16:05.576223543Z'
'smartua-iot-r04','3530362049001700','2024-10-11T12:15:28.387433Z',2967288972,-96,-96,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCM+fSGCxoMCJKvpLgGEIqB1bIBIOCF0oGuieoB','2024-10-11T12:18:26.346255297Z','2024-10-11T12:18:26.583595930Z'
'smartua-iot-r06','503035414C284750','2024-10-11T12:20:19.403704Z',2117420124,-108,-108,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDciNXxBxoMCI6wpLgGEIXw1pwBIOCOzIDQ8OkB','2024-10-11T12:20:30.300438043Z','2024-10-11T12:20:30.542622122Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:22:09.937348Z',236754269,-85,-85,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDdqvJwGgwIgbGkuAYQjdfLjgIgyOad/fG56QE=','2024-10-11T12:22:25.540275962Z','2024-10-11T12:22:25.774539817Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:22:15.325836Z',242142981,-90,-90,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCFnrtzGgwIhrGkuAYQj+DMxQMgiNfihoa66QE=','2024-10-11T12:22:30.924072316Z','2024-10-11T12:22:31.159350359Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:23:59.855648Z',2366026498,-71,-71,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCC5proCBoMCPaxpLgGEMzX9qcBIND/rJHu9+kB','2024-10-11T12:24:22.324831014Z','2024-10-11T12:24:22.562031062Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:25:26.023393Z',426918910,-96,-96,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD+h8nLARoMCL+ypLgGEIKDoLYDILCw5rK2v+kB','2024-10-11T12:25:35.919077250Z','2024-10-11T12:25:36.127854913Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:25:50.128625Z',456947937,-93,-93,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDh8fHZARoMCN2ypLgGELqg9OoCIOjd4KGmwOkB','2024-10-11T12:26:05.733652792Z','2024-10-11T12:26:05.973363097Z'
'smartua-iot-r04','3530362049001700','2024-10-11T12:24:19.348425Z',3498254596,-95,-95,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCEwoyEDRoMCKWzpLgGEMvWsqMBIKDv44HomOoB','2024-10-11T12:27:17.314235522Z','2024-10-11T12:27:17.553672646Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:27:40.948871Z',561845422,-92,-92,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCuqfSLAhoMCMazpLgGEMCw4pMDILCP44Stw+kB','2024-10-11T12:27:50.846764096Z','2024-10-11T12:27:51.056355240Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:28:05.690866Z',586587414,-102,-102,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCWutqXAhoMCN+zpLgGENTipJkCIPC71pqJxOkB','2024-10-11T12:28:15.589902164Z','2024-10-11T12:28:15.797358246Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:30:25.367953Z',2751543711,-111,-111,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCf84SgChoMCPe0pLgGEIi28KEDIJiqpKaKg+oB','2024-10-11T12:30:47.848975542Z','2024-10-11T12:30:48.085205370Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:30:42.342454Z',743239846,-101,-101,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCm4bPiAhoLCPy0pLgGELmlrHIg8JCw5NDI6QE=','2024-10-11T12:30:52.239801017Z','2024-10-11T12:30:52.449800965Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:32:10.306086Z',837127909,-87,-87,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDlnZaPAxoMCNm1pLgGENz0174DIIjd2MWuy+kB','2024-10-11T12:32:25.909571381Z','2024-10-11T12:32:26.163242704Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:32:08.840102Z',2855017455,-98,-98,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDvt7DRChoMCN+1pLgGEKqXs6MBIJi7tOKLhuoB','2024-10-11T12:32:31.315066048Z','2024-10-11T12:32:31.549142553Z'
'smartua-iot-r06','503035414C284750','2024-10-11T12:33:36.911330Z',2914933188,-111,-111,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDEs/ntChoMCKu2pLgGELnzpo4DIKDLuvzqh+oB','2024-10-11T12:33:47.809501920Z','2024-10-11T12:33:48.044820157Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:33:27.559774Z',2933737895,-96,-96,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCnk/X2ChoLCK62pLgGEIjT3CIg2Oieg7GI6gE=','2024-10-11T12:33:50.044983301Z','2024-10-11T12:33:50.287368387Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:33:32.513580Z',2938691175,-113,-113,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDnvKP5ChoLCLO2pLgGEMjjvQcg2ISTvcOI6gE=','2024-10-11T12:33:54.987854405Z','2024-10-11T12:33:55.223189968Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:35:50.507684Z',1057331341,-91,-91,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCNsZb4AxoLCLa3pLgGEOXP8EMgyM3v7uLR6QE=','2024-10-11T12:36:06.115155646Z','2024-10-11T12:36:06.359695366Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:38:16.419125Z',1197319031,-96,-96,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD3xva6BBoMCMK4pLgGEJyoypkBINiRmq7s1ekB','2024-10-11T12:38:26.292682363Z','2024-10-11T12:38:26.530627936Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:40:14.605627Z',1321431447,-97,-97,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCX4432BBoLCL65pLgGELDbvncg2OvO27rZ6QE=','2024-10-11T12:40:30.223389833Z','2024-10-11T12:40:30.460052594Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:42:16.428206Z',1437329239,-110,-110,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDXzq+tBRoMCLK6pLgGEMqH0psBINjX/rvq3OkB','2024-10-11T12:42:26.297003561Z','2024-10-11T12:42:26.539844442Z'
'smartua-iot-r05','3730392055004100','2024-10-11T12:42:16.097857Z',1442924512,-91,-91,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDgj4WwBRoMCLe6pLgGEMWLn94CIICGg6j/3OkB','2024-10-11T12:42:31.707520131Z','2024-10-11T12:42:31.945375451Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:44:12.412566Z',1553314743,-92,-92,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABC359bkBRoMCKa7pLgGELD63JUBINiFmMaa4OkB','2024-10-11T12:44:22.284599183Z','2024-10-11T12:44:22.523813208Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:45:13.373611Z',3639560330,-77,-77,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCKkb3HDRoMCO+7pLgGEIDZ2KoDIJC2zbX2nOoB','2024-10-11T12:45:35.867002109Z','2024-10-11T12:45:36.102155351Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:45:44.004806Z',3670191826,-102,-102,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDS3YrWDRoMCI68pLgGEKTdlfgBINDI68PoneoB','2024-10-11T12:46:06.492611873Z','2024-10-11T12:46:06.730747022Z'
'smartua-iot-r04','3530362049001700','2024-10-11T12:44:19.275134Z',403224656,-97,-97,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDQ8KLAARoMCNW8pLgGEPvL04MBIIDxv5Deu+oB','2024-10-11T12:47:17.246960640Z','2024-10-11T12:47:17.484914390Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:47:28.538433Z',3774726178,-72,-72,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCigPeHDhoLCPe8pLgGEIGUyxkg0Ina+e2g6gE=','2024-10-11T12:47:51.026525760Z','2024-10-11T12:47:51.264837077Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:48:05.405129Z',1786308287,-95,-95,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABC/zePTBhoMCI+9pLgGEMy4h5EBIJi0lcL+5ukB','2024-10-11T12:48:15.274809515Z','2024-10-11T12:48:15.511449104Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:50:37.878916Z',1938782562,-103,-103,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDi8r2cBxoMCKe+pLgGEPXD5/YCINDNyMO26+kB','2024-10-11T12:50:47.758187161Z','2024-10-11T12:50:47.995880888Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:50:29.637337Z',3955827090,-113,-113,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCSw6TeDhoLCKy+pLgGEJmV1kkg0MSszZCm6gE=','2024-10-11T12:50:52.127369432Z','2024-10-11T12:50:52.365023551Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:52:16.795080Z',2037699025,-111,-111,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDRo9PLBxoMCIq/pLgGELPYkMwCIOiwzoKn7ukB','2024-10-11T12:52:26.668683991Z','2024-10-11T12:52:26.906948454Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:52:09.580633Z',4055772074,-101,-101,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCq1/iNDxoLCJC/pLgGELTerDEgkKDq9oSp6gE=','2024-10-11T12:52:32.076359027Z','2024-10-11T12:52:32.314318086Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:53:25.509410Z',4131701890,-114,-114,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCCiZOyDxoLCNy/pLgGEKGOvxAg0Lf+5J+r6gE=','2024-10-11T12:53:48.006750622Z','2024-10-11T12:53:48.241217191Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:53:27.433700Z',4133625339,-95,-95,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABD7u4izDxoMCN2/pLgGEOvEiMYDIPi4lPqmq+oB','2024-10-11T12:53:49.924409064Z','2024-10-11T12:53:50.158629182Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:53:45.050261Z',2125954866,-109,-109,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCy/t31BxoMCOK/pLgGEMqz+8UDINC2o+bv8OkB','2024-10-11T12:53:54.924187758Z','2024-10-11T12:53:55.162593957Z'
'smartua-iot-r01','3133303726006500','2024-10-11T12:55:44.371199Z',4270564354,-109,-109,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCCyK70DxoMCObApLgGEImc9KkDINDP4oulr+oB','2024-10-11T12:56:06.865355910Z','2024-10-11T12:56:07.101068500Z'
'smartua-iot-r03','3436323818005700','2024-10-11T12:58:16.356206Z',2397262597,-99,-99,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCFpo33CBoLCPLBpLgGEIrd2nsgiJfxv+L46QE=','2024-10-11T12:58:26.233147762Z','2024-10-11T12:58:26.466676553Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:00:20.272203Z',2521179462,-116,-116,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDGypiyCRoLCO7CpLgGEMXKhlQg8LKGkLD86QE=','2024-10-11T13:00:30.149980205Z','2024-10-11T13:00:30.382255034Z'
'smartua-iot-r05','3730392055004100','2024-10-11T13:02:11.439606Z',2638277129,-89,-89,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCJ1IPqCRoLCOPDpLgGEKDk8SggqObIrOT/6QE=','2024-10-11T13:02:27.060300005Z','2024-10-11T13:02:27.298539284Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:02:22.570207Z',2643478222,-113,-113,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDOjcHsCRoMCOjDpLgGEOrYguIBILCp0tz3/+kB','2024-10-11T13:02:32.447354121Z','2024-10-11T13:02:32.681271474Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:03:59.720086Z',470951815,-71,-71,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCHz8jgARoLCNbEpLgGELKHkXcg2M6pt9q96gE=','2024-10-11T13:04:22.222398233Z','2024-10-11T13:04:22.458160119Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:05:13.302145Z',544535610,-80,-80,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABC66NODAhoMCJ/FpLgGEOnutY4DIJCF6Mbsv+oB','2024-10-11T13:05:35.807525463Z','2024-10-11T13:05:36.044932103Z'
'smartua-iot-r05','3730392055004100','2024-10-11T13:05:51.622634Z',2858461088,-99,-99,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCgz4LTChoMCL/FpLgGENqNt4EBIICSu8yYhuoB','2024-10-11T13:06:07.246260481Z','2024-10-11T13:06:07.478712617Z'
'smartua-iot-r04','3530362049001700','2024-10-11T13:04:19.201682Z',1603161996,-97,-97,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCMn7n8BRoLCIXGpLgGEM2CxWYg4PWan9Te6gE=','2024-10-11T13:07:17.185246791Z','2024-10-11T13:07:17.432196866Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:07:41.079808Z',2961989457,-93,-93,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDRvrGECxoMCKbGpLgGEMTwpNgDIOio0aKaieoB','2024-10-11T13:07:50.964171564Z','2024-10-11T13:07:51.201085579Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:07:53.021787Z',704256206,-89,-89,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDOsejPAhoMCL/GpLgGENXb54oCILDJw8e/xOoB','2024-10-11T13:08:15.531239062Z','2024-10-11T13:08:15.767781495Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:10:37.783195Z',3138693528,-105,-105,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCY09LYCxoMCNfHpLgGELzFmcsCIMDz2cWsjuoB','2024-10-11T13:10:47.668287396Z','2024-10-11T13:10:47.906719646Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:10:29.510450Z',860746660,-98,-98,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCk57eaAxoLCNzHpLgGELr38hMgoPH+w4bJ6gE=','2024-10-11T13:10:52.013830705Z','2024-10-11T13:10:52.253084929Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:12:17.550839Z',3238461977,-110,-110,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCZhJyIDBoMCLvIpLgGEJib39wBIKjjgJugkeoB','2024-10-11T13:12:27.436644992Z','2024-10-11T13:12:27.672919633Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:12:10.337896Z',961575860,-102,-102,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABC098HKAxoMCMDIpLgGELbM26ADIKDujJP+y+oB','2024-10-11T13:12:32.846017709Z','2024-10-11T13:12:33.084820699Z'
