uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at,received_at
'smartua-iot-r04','3530362049001700','2024-10-11T13:04:19.201682Z',1603161996,-97,-97,-7.75,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABCMn7n8BRoLCIXGpLgGEM2CxWYg4PWan9Te6gE=',2,'2024-10-11T13:07:17.185246791Z','smartua-iot-r03','3436323818005700','2024-10-11T13:07:07.306002Z',2928215472,-103,-103,3.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCwi6T0ChoLCIXGpLgGENyfxmYggO/4uZyI6gE=',2,'2024-10-11T13:07:17.188772036Z','smartua-iot-r01','3133303726006500','2024-10-11T13:06:54.682793Z',645917449,-110,-110,2,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCJ1v+zAhoLCIXGpLgGELTqq2ogqLa4nebC6gE=',2,'2024-10-11T13:07:17.194713589Z','smartua-iot-r06','503035414C284750','2024-10-11T13:07:06.297990Z',629366275,-101,-101,5.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCDvI2sAhoLCIXGpLgGELqs620guPecyajC6gE=',2,'2024-10-11T13:07:17.207016046Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:07:17.432196866Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:07:41.079808Z',2961989457,-93,-93,9.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDRvrGECxoMCKbGpLgGEMTwpNgDIOio0aKaieoB',7,'2024-10-11T13:07:50.964171564Z','smartua-iot-r01','3133303726006500','2024-10-11T13:07:28.457225Z',679691390,-75,-75,9,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABD+iI3EAhoMCKbGpLgGEMHr09gDILCYjobkw+oB',7,'2024-10-11T13:07:50.963066265Z','smartua-iot-r06','503035414C284750','2024-10-11T13:07:40.071736Z',663140284,-103,-103,7,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBC875q8AhoLCKfGpLgGEMWb0AQg4Oz2sabD6gE=',7,'2024-10-11T13:07:50.983355749Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:07:51.201085579Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:07:53.021787Z',704256206,-89,-89,8.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDOsejPAhoMCL/GpLgGENXb54oCILDJw8e/xOoB',3,'2024-10-11T13:08:15.531239062Z','smartua-iot-r03','3436323818005700','2024-10-11T13:08:05.644470Z',2986554304,-95,-95,7.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDA54yQCxoMCL/GpLgGEI3zsIsCIIDMiOT1ieoB',3,'2024-10-11T13:08:15.534452341Z','smartua-iot-r06','503035414C284750','2024-10-11T13:08:04.636445Z',687705155,-92,-92,8.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDDmPbHAhoMCL/GpLgGENKv444CILjLr/OBxOoB',3,'2024-10-11T13:08:15.541512050Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:08:15.767781495Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:10:37.783195Z',3138693528,-105,-105,5,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCY09LYCxoMCNfHpLgGELzFmcsCIMDz2cWsjuoB',3,'2024-10-11T13:10:47.668287396Z','smartua-iot-r01','3133303726006500','2024-10-11T13:10:25.158711Z',856395228,-113,-113,-4.25,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDcm66YAxoMCNfHpLgGEOPf1M0CIODGiKn2yOoB',3,'2024-10-11T13:10:47.671841882Z','smartua-iot-r06','503035414C284750','2024-10-11T13:10:36.774214Z',839844499,-107,-107,6.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCThbyQAxoMCNfHpLgGEKnu5NUCILiciNW4yOoB',3,'2024-10-11T13:10:47.690434249Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:10:47.906719646Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:10:29.510450Z',860746660,-98,-98,7,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCk57eaAxoLCNzHpLgGELr38hMgoPH+w4bJ6gE=',4,'2024-10-11T13:10:52.013830705Z','smartua-iot-r03','3436323818005700','2024-10-11T13:10:42.135239Z',3143044968,-103,-103,3,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDontzaCxoLCNzHpLgGEK+W2hQgwNzQ4LyO6gE=',4,'2024-10-11T13:10:52.017132055Z','smartua-iot-r06','503035414C284750','2024-10-11T13:10:41.126190Z',844195940,-81,-81,9.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDk0MWSAxoLCNzHpLgGEL7k2iUgoI3/78jI6gE=',4,'2024-10-11T13:10:52.052734942Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:10:52.253084929Z'
'smartua-iot-r03','3436323818005700','2024-10-11T13:12:17.550839Z',3238461977,-110,-110,-2.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCZhJyIDBoMCLvIpLgGEJib39wBIKjjgJugkeoB',6,'2024-10-11T13:12:27.436644992Z','smartua-iot-r05','3730392055004100','2024-10-11T13:12:11.809431Z',3238651408,-87,-87,6.75,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABCQzKeIDBoMCLvIpLgGEIWPlt0BIIDdqvWgkeoB',6,'2024-10-11T13:12:27.437955083Z','smartua-iot-r01','3133303726006500','2024-10-11T13:12:04.925306Z',956163548,-102,-102,7.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDcy/fHAxoMCLvIpLgGELaByd8BIODGp/7py+oB',6,'2024-10-11T13:12:27.440962861Z','smartua-iot-r06','503035414C284750','2024-10-11T13:12:16.542671Z',939613028,-110,-110,2.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDktoXAAxoMCLvIpLgGEI6J4e0BIKD9s6qsy+oB',6,'2024-10-11T13:12:27.472268334Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:12:27.672919633Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:12:10.337896Z',961575860,-102,-102,8,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABC098HKAxoMCMDIpLgGELbM26ADIKDujJP+y+oB',7,'2024-10-11T13:12:32.846017709Z','smartua-iot-r03','3436323818005700','2024-10-11T13:12:22.964050Z',3243874289,-114,-114,-1,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDxr+aKDBoMCMDIpLgGELOxlqIDIOiK5q+0keoB',7,'2024-10-11T13:12:32.850687899Z','smartua-iot-r05','3730392055004100','2024-10-11T13:12:17.221473Z',3244063728,-93,-93,3.75,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDw9/GKDBoMCMDIpLgGEK+KuaUDIIDDkIq1keoB',7,'2024-10-11T13:12:32.857958325Z','smartua-iot-r06','503035414C284750','2024-10-11T13:12:21.954907Z',945025348,-107,-107,6.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDE4s/CAxoMCMDIpLgGEImn564DIKDjmb/Ay+oB',7,'2024-10-11T13:12:32.877120809Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:12:33.084820699Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:13:24.800498Z',1036038756,-109,-109,1.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDk5ILuAxoMCIvJpLgGENaDjqUBIKCt48WTzuoB',2,'2024-10-11T13:13:47.318159474Z','smartua-iot-r06','503035414C284750','2024-10-11T13:13:36.417418Z',1019488403,-109,-109,3.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCT0ZDmAxoMCIvJpLgGEJeI0K0BILj8+fHVzeoB',2,'2024-10-11T13:13:47.337771959Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:13:47.552369308Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:13:27.361021Z',1038600156,-95,-95,8.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDcj5/vAxoMCI3JpLgGELaMla0DIODmkoudzuoB',7,'2024-10-11T13:13:49.871923410Z','smartua-iot-r03','3436323818005700','2024-10-11T13:13:39.987828Z',3320898681,-98,-98,8.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD5yMOvDBoMCI3JpLgGEKHNuq4DIKjx8afTk+oB',7,'2024-10-11T13:13:49.876447113Z','smartua-iot-r06','503035414C284750','2024-10-11T13:13:38.978553Z',1022049804,-104,-104,7.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCM/KznAxoMCI3JpLgGELGl1rkDIOC9qbffzeoB',7,'2024-10-11T13:13:49.899910737Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:13:50.108457511Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:13:32.249949Z',1043488348,-113,-113,-8.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDcvMnxAxoMCJLJpLgGEO7P+PYCIOCugqavzuoB',6,'2024-10-11T13:13:54.758210698Z','smartua-iot-r04','3530362049001700','2024-10-11T13:10:56.768660Z',2000733261,-89,-89,4.5,38.38473180809575,-0.5102983117103578,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA0Egg1MDYgSQAXABDNiIO6BxoMCJLJpLgGEJyI6PcCIMiZ+6ed6uoB',6,'2024-10-11T13:13:54.758343446Z','smartua-iot-r06','503035414C284750','2024-10-11T13:13:43.866428Z',1026938004,-98,-98,8.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCUqdfpAxoMCJLJpLgGEL3AnYIDIKDEmdLxzeoB',6,'2024-10-11T13:13:54.783636957Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:13:54.998402308Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:15:45.106471Z',1176346516,-103,-103,6.5,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCUv/awBBoMCJfKpLgGELf3urICIKC03Z2e0uoB',1,'2024-10-11T13:16:07.614593619Z','smartua-iot-r03','3436323818005700','2024-10-11T13:15:57.733578Z',3458645219,-111,-111,-4.5,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDj+ZrxDBoMCJfKpLgGEMnFirUCILitx7rUl+oB',1,'2024-10-11T13:16:07.622266378Z','smartua-iot-r05','3730392055004100','2024-10-11T13:15:51.990321Z',3458834640,-97,-97,-0.25,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDQwabxDBoMCJfKpLgGEMzppLUCIIDZ8JTVl+oB',1,'2024-10-11T13:16:07.622282034Z','smartua-iot-r06','503035414C284750','2024-10-11T13:15:56.724573Z',1159796451,-108,-108,3,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDjrYSpBBoMCJfKpLgGEIeKh7wCILjNhcrg0eoB',1,'2024-10-11T13:16:07.636468903Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:16:07.853309239Z'
'smartua-iot-r05','3730392055004100','2024-10-11T13:18:10.549323Z',3597394525,-88,-88,5.75,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDdxK+zDRoLCKLLpLgGEMTnomEgyPawq9mb6gE=',6,'2024-10-11T13:18:26.178078017Z','smartua-iot-r03','3436323818005700','2024-10-11T13:18:16.292225Z',3597205124,-100,-100,5.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCE/aOzDRoLCKLLpLgGEK2o0GMgoOeI0dib6gE=',6,'2024-10-11T13:18:26.183007598Z','smartua-iot-r01','3133303726006500','2024-10-11T13:18:03.663908Z',1314906236,-71,-71,8.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABD8wP/yBBoLCKLLpLgGEIqpt2Ug4MiTtKLW6gE=',6,'2024-10-11T13:18:26.184618278Z','smartua-iot-r06','503035414C284750','2024-10-11T13:18:15.283796Z',1298356460,-93,-93,9.25,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDssY3rBBoLCKLLpLgGEIKM2Wkg4LPN4OTV6gE=',6,'2024-10-11T13:18:26.195313570Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:18:26.409850321Z'
'smartua-iot-r05','3730392055004100','2024-10-11T13:20:14.432532Z',3721279094,-97,-97,-5.25,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABD27LjuDRoLCJ7MpLgGENvV7Cog8PmS7Kaf6gE=',1,'2024-10-11T13:20:30.063363935Z','smartua-iot-r03','3436323818005700','2024-10-11T13:20:20.176495Z',3721089701,-113,-113,-3.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABClpa3uDRoLCJ7MpLgGEMiNjS0giKnrkaaf6gE=',1,'2024-10-11T13:20:30.068302272Z','smartua-iot-r06','503035414C284750','2024-10-11T13:20:19.167452Z',1422241139,-111,-111,0.5,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDz2pamBRoLCJ7MpLgGELaLsToguJK2obLZ6gE=',1,'2024-10-11T13:20:30.096091990Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:20:30.300966579Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:22:05.298997Z',1556543676,-97,-97,5.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABC88ZvmBRoMCJPNpLgGEPzx5ZEDIOC87smm3eoB',5,'2024-10-11T13:22:27.814869561Z','smartua-iot-r05','3730392055004100','2024-10-11T13:22:12.185210Z',3839032260,-87,-87,6.25,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDE98umDhoMCJPNpLgGEKmn9JEDIKDrncHdouoB',5,'2024-10-11T13:22:27.816211019Z','smartua-iot-r03','3436323818005700','2024-10-11T13:22:17.929411Z',3838842870,-108,-108,-2.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABD2r8CmDhoMCJPNpLgGEOPpz5QDIPCx9ubcouoB',5,'2024-10-11T13:22:27.822272987Z','smartua-iot-r06','503035414C284750','2024-10-11T13:22:16.919923Z',1539994404,-103,-103,-6,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBCk5qneBRoMCJPNpLgGEJSpwJ0DIKCJx/bo3OoB',5,'2024-10-11T13:22:27.840830516Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:22:28.055489430Z'
'smartua-iot-r05','3730392055004100','2024-10-11T13:22:17.580623Z',3844428248,-91,-91,5,38.38418726539637,-0.5101910233497621,10,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA1Egg3MDkgVQBBABDYo5WpDhoLCJnNpLgGEI+893EgwOeezvGi6gE=',5,'2024-10-11T13:22:33.212438675Z','smartua-iot-r03','3436323818005700','2024-10-11T13:22:23.324558Z',3844238854,-109,-109,-5.75,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABCG3ImpDhoLCJnNpLgGEO+R+3Mg8I738/Ci6gE=',5,'2024-10-11T13:22:33.216905703Z','smartua-iot-r01','3133303726006500','2024-10-11T13:22:10.694437Z',1561939652,-101,-101,3.75,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABDEneXoBRoLCJnNpLgGEND43HQgoNvu1rrd6gE=',5,'2024-10-11T13:22:33.217034637Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:22:33.444847866Z'
'smartua-iot-r01','3133303726006500','2024-10-11T13:23:59.638335Z',1670884877,-79,-79,9,38.3846865837538,-0.513212937943281,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAxEggxMzA3JgBlABCN3N6cBhoLCIbOpLgGEOb6qFkgyMX/w9Dg6gE=',1,'2024-10-11T13:24:22.159737303Z','smartua-iot-r03','3436323818005700','2024-10-11T13:24:12.269802Z',3953184221,-90,-90,9.25,38.385917659159134,-0.5170252919197084,20,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjAzEgg0NjI4GABXABDdm4PdDhoLCIbOpLgGENrg+1ogyM6Q4Yam6gE=',1,'2024-10-11T13:24:22.164486994Z','smartua-iot-r06','503035414C284750','2024-10-11T13:24:11.259987Z',1654335843,-83,-83,8.75,38.3833301416072,-0.512394097936542,8,'SOURCE_REGISTRY','Ch0KGwoPc21hcnR1YS1pb3QtcjA2EghQMDVBTChHUBDj0uyUBhoLCIbOpLgGELDKsl4guNXm8JLg6gE=',1,'2024-10-11T13:24:22.171613904Z','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','#fill#','2024-10-11T13:24:22.397056275Z'
