id,received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.consumed_airtime,score
4017,0.4425470970584995,0,0,0,0,0,0,0,0,0.2857142857142857,0.65
5617,0.618816789688223,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
6105,0.6725790459402886,0,0,0,0,0,0,0,0,0.2857142857142857,0.65
6547,0.7212735485292497,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
6664,0.7341632698027983,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
6913,0.761595240718299,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
7409,0.8162388454335133,0,0,0,0,0,0,0,0,0.2857142857142857,0.65
7789,0.8581028974330726,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
7796,0.8588740773383277,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
7954,0.8762807094855128,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
8334,0.9181447614850722,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.65
408,0.04494877162057949,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
415,0.045719951525834523,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
966,0.10642282692519554,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
1113,0.12261760493555139,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
2182,0.2403877933237854,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
2442,0.26903161837611544,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
2504,0.27586206896551724,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
3494,0.38492894128015864,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
3743,0.41236091219565935,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
3941,0.43417428665858765,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
4313,0.47515699019499835,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
5257,0.5791561088465352,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
5573,0.6139693731409056,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
7801,0.8594249201277955,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
7877,0.8677977305277074,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
8029,0.8845433513275311,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
8305,0.9149498733061584,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.64
8784,0.9677206125371819,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
8785,0.9678307810950755,0,0,0,0,0,0,0,0,0.2857142857142857,0.64
1173,0.12922771840916603,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
1601,0.17637986118761706,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
2275,0.2506334692078881,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
2480,0.2732180235760714,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
3584,0.3948441114905806,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
3661,0.40332709044838605,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
3837,0.4227167566376556,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
4721,0.5201057618155779,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
5263,0.5798171201938966,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
5322,0.5863170651096177,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
5499,0.6058168998567809,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
6276,0.6914178693400903,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
6360,0.7006720282031508,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
6474,0.7132312438030186,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
6626,0.7299768646028424,0,0,0,0,0,0,0,0,0.2857142857142857,0.63
6720,0.7403327090448386,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
6862,0.7559766442657265,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
8215,0.9050347030957365,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.63
9077,1,0,0,0,0,0,0,0,0,0,0.63
938,0.10333810730417539,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
939,0.10344827586206896,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
1178,0.1297785611986339,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
3752,0.41335242921670157,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
3831,0.42205574529029416,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
5153,0.5676985788256032,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
5425,0.5976644265726562,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.62
6197,0.6827145532664978,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
6398,0.7048584334031067,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
6568,0.7235870882450148,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
6816,0.750908890602622,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.62
7501,0.8263743527597224,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
7578,0.8348573317175279,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
7668,0.8447725019279497,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
7707,0.8490690756857993,0,0,0,0,0,0,0,0,0.2857142857142857,0.62
9075,0.9997796628842128,0,0,0,0,0,0,0,0,0,0.62
9076,0.9998898314421064,0,0,0,0,0,0,0,0,0,0.62
2,0.00022033711578715433,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.61
3,0.0003305056736807315,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.61
1504,0.16569351107194008,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
2679,0.2951415665968932,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
2797,0.30814145642833535,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
2828,0.31155668172303624,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
2903,0.31981932356505455,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
2930,0.3227938746281811,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
3556,0.39175939186956044,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
3557,0.391869560427454,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
3789,0.4174286658587639,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
3971,0.43747934339539496,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
4081,0.44959788476368845,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
4795,0.5282582350997026,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
4964,0.5468767213837171,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
5055,0.5569020601520326,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
5093,0.5610884653519885,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
5375,0.5921559986779773,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
7473,0.8232896331387022,0,0,0,0,0,0,0,0,0.2857142857142857,0.61
8115,0.8940178473063788,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
8126,0.8952297014432081,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.61
9074,0.9996694943263192,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.61
0,0,0,0,0,0,0,0,0,0,0,0.60
7,0.0007711799052550402,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.60
1535,0.16910873636664095,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
2245,0.24732841247108076,0,0,0,0,0,0,0,0,0.2857142857142857,0.60
2248,0.2476589181447615,0,0,0,0,0,0,0,0,0.2857142857142857,0.60
2630,0.28974330726010794,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
2638,0.2906246557232566,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
3921,0.4319709155007161,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
3929,0.4328522639638647,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
4119,0.4537842899636444,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
5389,0.5936983584884874,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.60
6169,0.6796298336454776,0,0,0,0,0,0,0,0,0.2857142857142857,0.60
6170,0.6797400022033712,0,0,0,0,0,0,0,0,0.2857142857142857,0.60
7474,0.8233998016965958,0,0,0,0,0,0,0,0,0.2857142857142857,0.60
9073,0.9995593257684257,0,0,0,0,0,0,0,0,0,0.60
4187,0.46127575190040765,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.59
4196,0.4622672689214498,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.59
4886,0.5382835738680181,0,0,0,0,0,0,0,0,0.2857142857142857,0.59
9072,0.9994491572105321,0,0,0,0,0,0,0,0,0,0.59
1,0.00011016855789357717,0,0,0,0,0,0,0,0,0,0.58
1522,0.16767654511402447,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.58
1525,0.1680070507877052,0,0,0,0.5,0.5,0.5,0.5,0,0.42857142857142855,0.58
4858,0.5351988542469979,0,0,0,0,0,0,0,0,0.2857142857142857,0.58
4859,0.5353090228048915,0,0,0,0,0,0,0,0,0.2857142857142857,0.58
9069,0.9991186515368514,0,0,0,0,0,0,0,0,0,0.58
9070,0.999228820094745,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.58
9071,0.9993389886526385,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.58
9065,0.9986779773052771,0,0,0,0,0,0,0,0,0,0.57
9068,0.9990084829789578,0,0,0,0,0,0,0,0,0,0.57
4,0.00044067423157430867,0,0,0,0,0,0,0,0,0,0.56
13,0.0014321912526165032,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.56
9039,0.995813594800044,0,0,0,0,0,0,0,0,0,0.56
9048,0.9968051118210862,0,0,0,0,0,0,0,0,0,0.56
9056,0.9976864602842349,0,0,0,0,0,0,0,0,0,0.56
9057,0.9977966288421285,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.56
9063,0.9984576401894899,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.56
9064,0.9985678087473835,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.56
9066,0.9987881458631707,0,0,0,0,0,0,0,0,0,0.56
5,0.0005508427894678859,0,0,0,0,0,0,0,0,0,0.55
12,0.001322022694722926,0,0,0,0,0,0,0,0,0,0.55
16,0.0017626969262972347,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.55
9049,0.9969152803789798,0,0,0,0,0,0,0,0,0,0.55
9051,0.997135617494767,0,0,0,0,0,0,0,0,0,0.55
9052,0.9972457860526606,0,0,0,0,0,0,0,0,0,0.55
9055,0.9975762917263413,0,0,0,0,0,0,0,0,0,0.55
9062,0.9983474716315963,0,0,0,0,0,0,0,0,0,0.55
6,0.000661011347361463,0,0,0,0,0,0,0,0,0,0.54
8,0.0008813484631486173,0,0,0,0,0,0,0,0,0,0.54
10,0.0011016855789357718,0,0,0,0,0,0,0,0,0,0.54
14,0.0015423598105100804,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
20,0.0022033711578715435,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
21,0.0023135397157651207,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
39,0.004296573757849509,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
49,0.005398259336785282,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
52,0.005728765010466013,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
56,0.0061694392420403215,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
57,0.006279607799933899,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
97,0.010686350115676986,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
9036,0.9954830891263633,0,0,0,0,0,0,0,0,0,0.54
9041,0.9960339319158312,0,0,0,0,0,0,0,0,0,0.54
9042,0.9961441004737248,0,0,0,0,0,0,0,0,0,0.54
9045,0.9964746061474056,0,0,0,0,0,0,0,0,0,0.54
9054,0.9974661231684477,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.54
9058,0.9979067974000221,0,0,0,0,0,0,0,0,0,0.54
9,0.0009915170210421946,0,0,0,0,0,0,0,0,0,0.53
15,0.0016525283684036575,0,0,0,0,0,0,0,0,0,0.53
25,0.0027542139473394293,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
34,0.003745730968381624,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
37,0.004076236642062355,0,0,0,0,0,0,0,0,0,0.53
38,0.004186405199955933,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
50,0.0055084278946788585,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
67,0.007381293378869671,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
68,0.007491461936763248,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
70,0.0077117990525504025,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
74,0.00815247328412471,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
75,0.008262641842018288,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
79,0.008703316073592596,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
85,0.00936432742095406,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
88,0.009694833094634791,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
93,0.010245675884102677,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
133,0.014652418199845764,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
204,0.022474385810289745,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
210,0.023135397157651207,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
213,0.023465902831331938,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
246,0.027101465241819986,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
247,0.02721163379971356,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
249,0.027431970915500717,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
253,0.027872645147075024,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
254,0.027982813704968603,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
9006,0.992178032389556,0,0,0,0,0,0,0,0,0,0.53
9033,0.9951525834526826,0,0,0,0,0,0,0,0,0,0.53
9035,0.9953729205684697,0,0,0,0,0,0,0,0,0,0.53
9043,0.9962542690316184,0,0,0,0,0,0,0,0,0,0.53
9044,0.996364437589512,0,0,0,0,0,0,0,0,0,0.53
9053,0.9973559546105542,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.53
9059,0.9980169659579156,0,0,0,0,0,0,0,0,0,0.53
9061,0.9982373030737027,0,0,0,0,0,0,0,0,0,0.53
18,0.001983034042084389,0,0,0,0,0,0,0,0,0,0.52
19,0.0020932025999779664,0,0,0,0,0,0,0,0,0,0.52
22,0.002423708273658698,0,0,0,0,0,0,0,0,0,0.52
31,0.003415225294700892,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
32,0.0035253938525944693,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
35,0.0038558995262752012,0,0,0,0,0,0,0,0,0,0.52
36,0.003966068084168778,0,0,0,0,0,0,0,0,0,0.52
86,0.009474495978847636,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
103,0.011347361463038448,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
104,0.011457530020932026,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
111,0.012228709926187067,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
115,0.012669384157761376,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
121,0.013330395505122838,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
124,0.013660901178803569,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
129,0.014211743968271455,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
139,0.015313429547207227,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
146,0.01608460945246227,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
147,0.016194778010355845,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
217,0.023906577062906248,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
218,0.024016745620799824,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
240,0.02644045389445852,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
258,0.02842348793654291,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
265,0.02919466784179795,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
301,0.03316073592596673,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
8993,0.9907458411369395,0,0,0,0,0,0,0,0,0,0.52
8994,0.9908560096948331,0,0,0,0,0,0,0,0,0,0.52
9000,0.9915170210421945,0,0,0,0,0,0,0,0,0,0.52
9002,0.9917373581579817,0,0,0,0,0,0,0,0,0,0.52
9003,0.9918475267158753,0,0,0,0,0,0,0,0,0,0.52
9016,0.9932797179684918,0,0,0,0,0,0,0,0,0,0.52
9019,0.9936102236421726,0,0,0,0,0,0,0,0,0,0.52
9028,0.9946017406632147,0,0,0,0,0,0,0,0,0,0.52
9030,0.9948220777790019,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
9031,0.9949322463368955,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
9032,0.9950424148947891,0,0,0,0,0,0,0,0,0,0.52
9034,0.9952627520105762,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
9047,0.9966949432631926,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
9050,0.9970254489368734,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.52
9060,0.9981271345158091,0,0,0,0,0,0,0,0,0,0.52
17,0.001872865484190812,0,0,0,0,0,0,0,0,0,0.51
23,0.002533876831552275,0,0,0,0,0,0,0,0,0,0.51
24,0.002644045389445852,0,0,0,0,0,0,0,0,0,0.51
26,0.0028643825052330064,0,0,0,0,0,0,0,0,0,0.51
27,0.0029745510631265836,0,0,0,0,0,0,0,0,0,0.51
33,0.0036355624104880465,0,0,0,0,0,0,0,0,0,0.51
40,0.004406742315743087,0,0,0,0,0,0,0,0,0,0.51
42,0.004627079431530241,0,0,0,0,0,0,0,0,0,0.51
47,0.0051779222209981275,0,0,0,0,0,0,0,0,0,0.51
48,0.005288090778891704,0,0,0,0,0,0,0,0,0,0.51
51,0.005618596452572436,0,0,0,0,0,0,0,0,0,0.51
69,0.007601630494656825,0,0,0,0,0,0,0,0,0,0.51
71,0.00782196761044398,0,0,0,0,0,0,0,0,0,0.51
106,0.011677867136719181,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.51
110,0.01211854136829349,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.51
122,0.013440564063016415,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.51
128,0.014101575410377877,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.51
140,0.015423598105100805,0,0,0,0.5,0.5,0.5,0.5,0,0.14285714285714285,0.51
